Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,最高温度,最低温度,AQI,风向,降水量,天气
IndiGo,06-09,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412,41℃,33℃,0,西风3级,0.11,晴雨
Multiple carriers,06-06,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 07 Jun,7h 45m,1 stop,No info,6795,39℃,30℃,0,北风2级,0.0,晴
Air India,06-06,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 07 Jun,25h 35m,1 stop,No info,6587,39℃,30℃,0,北风2级,0.0,晴
GoAir,04-03,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,4106,35℃,22℃,0,北风2级,0.0,晴多云
Jet Airways,05-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,15129,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,05-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 May,18h 45m,2 stops,In-flight meal not included,13029,38℃,27℃,0,西北风2级,0.0,晴
IndiGo,06-15,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,6582,40℃,32℃,0,西北风3级,0.0,多云
Multiple carriers,06-27,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 28 Jun,7h 45m,1 stop,In-flight meal not included,5797,39℃,29℃,0,东风2级,4.83,多云雨
IndiGo,04-06,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5046,34℃,22℃,0,西北风2级,0.0,晴
Air India,06-15,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,8907,40℃,32℃,0,西北风3级,0.0,多云
IndiGo,03-03,Delhi,Cochin,DEL → LKO → COK,05:35,10:10,4h 35m,1 stop,No info,13753,33℃,20℃,0,西风2级,0.0,多云晴
IndiGo,05-27,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 28 May,5h 5m,1 stop,No info,5054,37℃,24℃,0,东南风3级,0.0,雨
Multiple carriers,06-01,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 02 Jun,8h 30m,1 stop,No info,7408,37℃,26℃,0,西北风3级,3.07,晴雨
IndiGo,03-21,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 22 Mar,8h 25m,1 stop,No info,7318,25℃,16℃,0,东北风2级,0.0,多云晴
IndiGo,05-21,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368,39℃,30℃,0,北风2级,0.0,晴
IndiGo,03-09,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,6755,31℃,20℃,0,东南风2级,0.0,多云晴
IndiGo,06-06,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5458,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,03-09,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,6916,31℃,20℃,0,东南风2级,0.0,多云晴
Jet Airways,03-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1 stop,In-flight meal not included,6960,31℃,20℃,0,西北风2级,0.0,晴多云
IndiGo,03-06,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 07 Mar,9h 35m,1 stop,No info,14871,32℃,19℃,0,西风3级,0.0,晴
IndiGo,06-12,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054,41℃,34℃,0,西北风3级,0.0,晴
Air India,06-03,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15 04 Jun,30h 55m,2 stops,No info,12488,38℃,29℃,0,西北风2级,0.0,晴多云
Air India,03-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15 10 Mar,37h 20m,2 stops,No info,14483,31℃,20℃,0,东南风2级,0.0,多云晴
Air India,06-24,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 25 Jun,26h,2 stops,No info,11989,41℃,33℃,0,东南风2级,0.0,雨
Jet Airways,05-21,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 22 May,20h 10m,1 stop,No info,16079,43℃,33℃,0,西北风3级,0.0,晴多云
IndiGo,06-12,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818,41℃,34℃,0,西北风3级,0.0,晴
Multiple carriers,06-24,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12927,41℃,33℃,0,东南风2级,0.0,雨
Jet Airways,04-01,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 02 Apr,20h 35m,1 stop,In-flight meal not included,5406,30℃,17℃,0,东南风2级,4.82,雨多云
IndiGo,03-21,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 22 Mar,14h 50m,1 stop,No info,7318,25℃,16℃,0,东北风2级,0.0,多云晴
Air Asia,06-03,Delhi,Cochin,DEL → BLR → COK,20:45,06:35 04 Jun,9h 50m,1 stop,No info,11410,38℃,29℃,0,西北风2级,0.0,晴多云
Jet Airways,05-09,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 10 May,20h 10m,1 stop,In-flight meal not included,12373,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,03-09,Delhi,Cochin,DEL → BOM → COK,17:25,18:50 10 Mar,25h 25m,1 stop,No info,16289,31℃,20℃,0,东南风2级,0.0,多云晴
IndiGo,06-24,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 25 Jun,5h 5m,1 stop,No info,9165,41℃,33℃,0,东南风2级,0.0,雨
Multiple carriers,06-03,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,14502,38℃,29℃,0,西北风2级,0.0,晴多云
Multiple carriers,03-06,Delhi,Cochin,DEL → BOM → COK,10:45,19:15,8h 30m,1 stop,No info,15077,32℃,19℃,0,西风3级,0.0,晴
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,05-27,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 28 May,23h 45m,1 stop,No info,16079,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,06-15,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,05-27,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 28 May,20h 10m,1 stop,In-flight meal not included,12898,37℃,24℃,0,东南风3级,0.0,雨
IndiGo,05-27,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,06-06,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804,39℃,30℃,0,北风2级,0.0,晴
Vistara,03-15,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6111,35℃,21℃,0,西风1级,0.0,多云阴
IndiGo,06-09,Delhi,Cochin,DEL → COK,21:05,00:20 10 Jun,3h 15m,non-stop,No info,6015,41℃,33℃,0,西风3级,0.11,晴雨
IndiGo,06-12,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,05-21,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 22 May,8h 40m,1 stop,No info,16079,43℃,33℃,0,西北风3级,0.0,晴多云
Multiple carriers,03-27,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,6076,31℃,20℃,0,西北风2级,0.0,晴多云
Air India,03-27,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,19:15 28 Mar,37h 20m,2 stops,No info,8446,31℃,20℃,0,西北风2级,0.0,晴多云
Air India,05-15,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 16 May,11h 45m,1 stop,No info,10671,41℃,32℃,0,西风3级,0.0,晴
Multiple carriers,05-09,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 10 May,15h 10m,1 stop,No info,9021,38℃,27℃,0,西北风2级,0.0,晴
Multiple carriers,05-18,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,14533,40℃,29℃,0,西北风3级,0.0,多云晴
Jet Airways,06-06,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 07 Jun,16h 40m,2 stops,In-flight meal not included,11992,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,06-12,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,05-09,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 10 May,23h 50m,2 stops,No info,15129,38℃,27℃,0,西北风2级,0.0,晴
IndiGo,06-09,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 10 Jun,8h,1 stop,No info,6104,41℃,33℃,0,西风3级,0.11,晴雨
Jet Airways,03-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 08 Mar,33h 15m,2 stops,In-flight meal not included,16022,32℃,19℃,0,西风3级,0.0,晴
Air India,03-09,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Mar,27h 20m,1 stop,No info,10945,31℃,20℃,0,东南风2级,0.0,多云晴
IndiGo,03-03,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,9585,33℃,20℃,0,西风2级,0.0,多云晴
IndiGo,05-09,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,38℃,27℃,0,西北风2级,0.0,晴
Air India,05-21,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,8372,43℃,33℃,0,西北风3级,0.0,晴多云
Multiple carriers,06-27,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10877,39℃,29℃,0,东风2级,4.83,多云雨
Air India,05-09,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 10 May,21h 15m,2 stops,No info,10441,38℃,27℃,0,西北风2级,0.0,晴
IndiGo,03-06,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,13611,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,03-27,Delhi,Cochin,DEL → BOM → COK,19:15,19:45 28 Mar,24h 30m,1 stop,In-flight meal not included,5963,31℃,20℃,0,西北风2级,0.0,晴多云
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,10678,41℃,34℃,0,西北风3级,0.0,晴
IndiGo,03-27,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,8285,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,06-12,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,06-01,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 02 Jun,21h 40m,2 stops,In-flight meal not included,10919,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,03-21,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,18:50,9h 10m,2 stops,No info,11702,25℃,16℃,0,东北风2级,0.0,多云晴
IndiGo,03-06,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 07 Mar,8h 25m,1 stop,No info,14871,32℃,19℃,0,西风3级,0.0,晴
IndiGo,06-06,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938,39℃,30℃,0,北风2级,0.0,晴
IndiGo,06-12,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6093,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,05-09,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 10 May,13h 30m,2 stops,No info,15129,38℃,27℃,0,西北风2级,0.0,晴
Jet Airways,05-21,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,12898,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,03-27,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,19:45 28 Mar,37h 25m,2 stops,In-flight meal not included,9296,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 07 Jun,21h 10m,1 stop,In-flight meal not included,10262,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,06-03,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,No info,9001,38℃,29℃,0,西北风2级,0.0,晴多云
Multiple carriers,05-18,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 19 May,15h 10m,1 stop,No info,7670,40℃,29℃,0,西北风3级,0.0,多云晴
Multiple carriers,06-03,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 04 Jun,7h 45m,1 stop,No info,7530,38℃,29℃,0,西北风2级,0.0,晴多云
SpiceJet,04-01,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5351,30℃,17℃,0,东南风2级,4.82,雨多云
Vistara,03-21,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6688,25℃,16℃,0,东北风2级,0.0,多云晴
Jet Airways,06-24,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 25 Jun,21h 40m,2 stops,No info,13376,41℃,33℃,0,东南风2级,0.0,雨
Jet Airways,06-12,Delhi,Cochin,DEL → ATQ → BOM → COK,08:10,12:35 13 Jun,28h 25m,2 stops,No info,14300,41℃,34℃,0,西北风3级,0.0,晴
Air India,06-27,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 28 Jun,12h 45m,1 stop,No info,7480,39℃,29℃,0,东风2级,4.83,多云雨
Air Asia,05-18,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,7452,40℃,29℃,0,西北风3级,0.0,多云晴
Air India,03-27,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,6902,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,05-09,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 May,9h 10m,1 stop,In-flight meal not included,12373,38℃,27℃,0,西北风2级,0.0,晴
Multiple carriers,06-15,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789,40℃,32℃,0,西北风3级,0.0,多云
Air India,05-09,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 10 May,14h 25m,2 stops,No info,13039,38℃,27℃,0,西北风2级,0.0,晴
IndiGo,06-03,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093,38℃,29℃,0,西北风2级,0.0,晴多云
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 07 Jun,23h 45m,1 stop,No info,14714,39℃,30℃,0,北风2级,0.0,晴
IndiGo,04-06,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073,34℃,22℃,0,西北风2级,0.0,晴
Air India,06-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,9194,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,06-12,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,06-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,In-flight meal not included,10368,41℃,33℃,0,西风3级,0.11,晴雨
IndiGo,04-24,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6027,35℃,24℃,0,东风2级,0.0,多云晴
Air India,05-18,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 19 May,12h 45m,1 stop,No info,7480,40℃,29℃,0,西北风3级,0.0,多云晴
Jet Airways,03-06,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Mar,16h 55m,1 stop,No info,15764,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 07 Jun,9h 10m,1 stop,No info,14714,39℃,30℃,0,北风2级,0.0,晴
Multiple carriers,05-21,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 22 May,8h 30m,1 stop,No info,7888,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 07 Jun,20h 25m,1 stop,In-flight meal not included,10262,39℃,30℃,0,北风2级,0.0,晴
Jet Airways,05-18,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 19 May,8h 25m,2 stops,In-flight meal not included,15318,40℃,29℃,0,西北风3级,0.0,多云晴
Air India,03-06,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 07 Mar,16h 10m,2 stops,No info,9417,32℃,19℃,0,西风3级,0.0,晴
Multiple carriers,03-03,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,17057,33℃,20℃,0,西风2级,0.0,多云晴
Multiple carriers,03-27,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,12537,31℃,20℃,0,西北风2级,0.0,晴多云
Air India,05-27,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 28 May,21h 15m,2 stops,No info,10651,37℃,24℃,0,东南风3级,0.0,雨
Vistara,06-01,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6741,37℃,26℃,0,西北风3级,3.07,晴雨
Air India,05-27,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 28 May,28h 50m,2 stops,No info,13381,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,05-21,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 22 May,27h,2 stops,In-flight meal not included,12719,43℃,33℃,0,西北风3级,0.0,晴多云
IndiGo,06-01,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054,37℃,26℃,0,西北风3级,3.07,晴雨
Air India,05-24,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 25 May,23h 40m,1 stop,No info,7480,39℃,24℃,0,西南风3级,1.5,多云雨
Jet Airways,05-21,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 May,5h 35m,1 stop,No info,16079,43℃,33℃,0,西北风3级,0.0,晴多云
Air India,06-01,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 02 Jun,20h 10m,2 stops,No info,10467,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,06-03,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 04 Jun,19h 5m,1 stop,No info,14714,38℃,29℃,0,西北风2级,0.0,晴多云
Air India,05-21,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 May,29h 55m,2 stops,No info,13276,43℃,33℃,0,西北风3级,0.0,晴多云
Jet Airways,06-15,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 16 Jun,18h 10m,2 stops,No info,14237,40℃,32℃,0,西北风3级,0.0,多云
Multiple carriers,05-15,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8266,41℃,32℃,0,西风3级,0.0,晴
Jet Airways,06-24,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 25 Jun,19h,2 stops,No info,13882,41℃,33℃,0,东南风2级,0.0,雨
Jet Airways,05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,16704,40℃,29℃,0,西北风3级,0.0,多云晴
IndiGo,06-09,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442,41℃,33℃,0,西风3级,0.11,晴雨
IndiGo,06-24,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442,41℃,33℃,0,东南风2级,0.0,雨
GoAir,04-06,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5135,34℃,22℃,0,西北风2级,0.0,晴
GoAir,06-15,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5842,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,05-18,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,04:25 19 May,15h,2 stops,No info,16704,40℃,29℃,0,西北风3级,0.0,多云晴
Multiple carriers,06-06,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,No info,10678,39℃,30℃,0,北风2级,0.0,晴
Air India,06-12,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 13 Jun,38h 15m,2 stops,No info,9443,41℃,34℃,0,西北风3级,0.0,晴
Multiple carriers,03-21,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,13378,25℃,16℃,0,东北风2级,0.0,多云晴
IndiGo,05-18,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,7191,40℃,29℃,0,西北风3级,0.0,多云晴
GoAir,05-27,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,6841,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,06-09,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 10 Jun,13h 50m,2 stops,No info,13376,41℃,33℃,0,西风3级,0.11,晴雨
Multiple carriers,03-06,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,15353,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,03-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 07 Mar,24h 35m,2 stops,No info,19329,32℃,19℃,0,西风3级,0.0,晴
Jet Airways,06-12,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,16289,41℃,34℃,0,西北风3级,0.0,晴
Air India,06-03,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 04 Jun,23h 40m,2 stops,No info,10975,38℃,29℃,0,西北风2级,0.0,晴多云
Jet Airways,06-12,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714,41℃,34℃,0,西北风3级,0.0,晴
Jet Airways,06-12,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919,41℃,34℃,0,西北风3级,0.0,晴
Multiple carriers,06-15,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10877,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,05-09,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 10 May,13h 30m,2 stops,No info,15129,38℃,27℃,0,西北风2级,0.0,晴
IndiGo,05-06,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7191,37℃,28℃,0,西北风2级,0.0,多云晴
Multiple carriers,06-03,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 04 Jun,12h 40m,1 stop,No info,7530,38℃,29℃,0,西北风2级,0.0,晴多云
IndiGo,06-15,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442,40℃,32℃,0,西北风3级,0.0,多云
Jet Airways,06-27,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 28 Jun,27h 35m,1 stop,In-flight meal not included,10262,39℃,29℃,0,东风2级,4.83,多云雨
IndiGo,03-21,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,5406,25℃,16℃,0,东北风2级,0.0,多云晴
SpiceJet,04-03,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,4611,35℃,22℃,0,北风2级,0.0,晴多云
Multiple carriers,05-27,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 28 May,10h 30m,1 stop,In-flight meal not included,6943,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,05-21,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,16079,43℃,33℃,0,西北风3级,0.0,晴多云
Multiple carriers,03-27,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,6953,31℃,20℃,0,西北风2级,0.0,晴多云
Jet Airways,06-27,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 28 Jun,29h 35m,2 stops,No info,12819,39℃,29℃,0,东风2级,4.83,多云雨
IndiGo,06-27,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000,39℃,29℃,0,东风2级,4.83,多云雨
Jet Airways,05-18,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 19 May,23h 15m,1 stop,No info,15554,40℃,29℃,0,西北风3级,0.0,多云晴
Air India,05-27,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 28 May,16h 5m,1 stop,No info,7480,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,03-06,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 07 Mar,9h 10m,1 stop,No info,17024,32℃,19℃,0,西风3级,0.0,晴
IndiGo,05-18,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069,40℃,29℃,0,西北风3级,0.0,多云晴
IndiGo,04-24,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636,35℃,24℃,0,东风2级,0.0,多云晴
Air India,04-06,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,5232,34℃,22℃,0,西北风2级,0.0,晴
Jet Airways,06-01,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 02 Jun,14h 25m,1 stop,No info,14714,37℃,26℃,0,西北风3级,3.07,晴雨
Air India,05-27,Delhi,Cochin,DEL → BLR → COK,17:40,09:35 28 May,15h 55m,1 stop,No info,7258,37℃,24℃,0,东南风3级,0.0,雨
Multiple carriers,06-24,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 25 Jun,15h 30m,1 stop,No info,13377,41℃,33℃,0,东南风2级,0.0,雨
IndiGo,06-01,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 02 Jun,6h 55m,1 stop,No info,6628,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,06-06,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 07 Jun,23h 35m,1 stop,In-flight meal not included,11627,39℃,30℃,0,北风2级,0.0,晴
Jet Airways,06-01,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 02 Jun,10h 10m,1 stop,No info,14714,37℃,26℃,0,西北风3级,3.07,晴雨
Jet Airways,05-27,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 28 May,27h,1 stop,In-flight meal not included,12898,37℃,24℃,0,东南风3级,0.0,雨
Jet Airways,05-18,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 19 May,6h 35m,1 stop,In-flight meal not included,12373,40℃,29℃,0,西北风3级,0.0,多云晴
Air India,05-15,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,09:25 16 May,20h 20m,2 stops,No info,10975,41℃,32℃,0,西风3级,0.0,晴
