Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,最高温度,最低温度,AQI,风向,降水量,天气
6,2,0,0,12,65,306,261,2,3,21829,4,3,0,13,0.0,4
4,8,0,0,23,113,84,9,1,1,9412,3,4,0,7,0.0,5
4,26,0,0,0,152,88,168,1,3,16704,9,7,0,2,0.0,7
1,12,0,0,25,18,284,190,1,3,7711,8,7,0,7,0.0,4
4,28,0,0,7,112,58,10,0,1,10262,10,11,0,7,0.0,5
6,35,0,0,7,73,306,246,0,1,6007,13,15,0,1,0.0,7
4,1,0,0,7,128,59,258,0,3,17234,5,4,0,12,0.0,1
4,2,0,0,19,14,302,193,1,1,15864,4,3,0,13,0.0,4
6,30,0,0,7,75,19,27,0,3,7198,13,15,0,13,0.11,6
4,31,0,0,19,14,70,118,1,3,13014,13,16,0,8,0.0,4
4,31,0,0,16,51,224,156,1,3,13292,13,16,0,8,0.0,4
4,24,0,0,0,127,270,127,1,3,15129,14,15,0,8,0.0,5
1,32,0,0,5,131,289,122,1,3,11071,12,14,0,8,0.0,0
6,8,0,0,7,6,252,53,0,3,11299,3,4,0,7,0.0,5
4,23,0,0,7,130,226,71,0,1,12373,12,11,0,8,0.0,1
4,30,0,0,19,14,66,118,1,3,13014,13,15,0,13,0.11,6
4,20,0,0,7,92,223,108,0,1,12373,10,9,0,7,0.0,4
4,27,0,0,7,46,214,159,0,1,10262,9,8,0,8,3.07,6
4,8,0,0,7,147,303,111,0,1,7438,3,4,0,7,0.0,5
6,27,0,0,7,75,306,245,0,3,7933,9,8,0,8,3.07,6
1,23,0,0,7,36,275,13,0,3,8879,12,11,0,8,0.0,1
3,21,0,0,9,87,248,198,3,3,5000,13,12,0,9,0.0,4
1,3,0,0,8,105,286,148,1,3,22096,3,4,0,1,0.0,1
4,24,0,0,7,112,227,92,0,1,12898,14,15,0,8,0.0,5
4,29,0,0,7,147,262,104,0,3,14714,11,12,0,5,0.0,4
6,30,0,0,7,5,207,241,0,3,7408,13,15,0,13,0.11,6
6,35,0,0,7,19,212,230,0,3,12524,13,15,0,1,0.0,7
4,8,0,0,7,3,252,68,0,1,6017,3,4,0,7,0.0,5
1,20,0,0,11,148,287,105,1,3,10441,10,9,0,7,0.0,4
1,3,0,0,27,12,286,192,2,3,15586,3,4,0,1,0.0,1
1,8,0,0,7,36,275,13,0,3,7199,3,4,0,7,0.0,5
4,6,0,0,17,22,75,119,1,3,12273,0,0,0,0,0.0,1
6,29,0,0,7,126,16,229,0,3,7530,11,12,0,5,0.0,4
1,35,0,0,11,61,154,99,1,3,11753,13,15,0,1,0.0,7
3,6,0,0,7,23,236,231,0,3,10208,0,0,0,0,0.0,1
3,24,0,0,7,135,25,223,0,3,5054,14,15,0,8,0.0,5
3,1,0,0,7,39,242,244,0,3,14871,5,4,0,12,0.0,1
4,23,0,0,7,27,257,20,0,1,12373,12,11,0,8,0.0,1
6,20,0,0,7,57,257,252,0,3,9794,10,9,0,7,0.0,4
3,22,0,0,7,63,23,55,0,3,6979,13,14,0,13,0.0,4
6,26,0,0,7,46,306,22,0,3,13587,9,7,0,2,0.0,7
3,31,0,0,7,48,306,18,0,3,6838,13,16,0,8,0.0,4
4,13,0,0,7,75,257,224,0,1,6542,11,11,0,11,0.0,4
4,24,0,0,7,27,257,20,0,1,12239,14,15,0,8,0.0,5
6,23,0,0,16,93,24,4,1,3,16840,12,11,0,8,0.0,1
6,28,0,0,14,53,314,30,0,3,9646,10,11,0,7,0.0,5
3,22,0,0,7,99,23,262,0,3,7923,13,14,0,13,0.0,4
6,28,0,0,14,77,314,259,0,3,9646,10,11,0,7,0.0,5
6,24,0,0,7,56,257,257,0,3,10197,14,15,0,8,0.0,5
4,27,0,0,7,130,259,122,0,3,14714,9,8,0,8,3.07,6
1,27,0,0,7,56,275,259,0,3,9929,9,8,0,8,3.07,6
4,6,0,0,7,150,75,218,0,1,6017,0,0,0,0,0.0,1
1,6,0,0,6,80,316,262,0,3,5704,0,0,0,0,0.0,1
4,28,0,0,7,130,58,252,0,3,14714,10,11,0,7,0.0,5
4,8,0,0,7,3,252,68,0,3,12242,3,4,0,7,0.0,5
1,30,0,0,15,27,188,148,1,3,11185,13,15,0,13,0.11,6
3,12,0,0,7,48,18,66,0,3,6573,8,7,0,7,0.0,4
4,6,0,0,0,127,256,125,1,3,10929,0,0,0,0,0.0,1
3,14,0,0,9,86,247,198,3,3,6015,12,13,0,12,0.0,0
4,23,0,0,7,46,257,0,0,1,12373,12,11,0,8,0.0,1
4,3,0,0,7,130,255,128,0,1,14053,3,4,0,1,0.0,1
6,30,0,0,7,23,257,25,0,3,10877,13,15,0,13,0.11,6
3,6,0,0,14,33,245,251,0,3,6558,0,0,0,0,0.0,1
4,20,0,0,7,56,68,82,0,1,12373,10,9,0,7,0.0,4
4,3,0,0,7,147,67,230,0,3,15029,3,4,0,1,0.0,1
4,12,0,0,19,14,257,38,1,3,10909,8,7,0,7,0.0,4
6,3,0,0,7,42,301,21,0,3,18492,3,4,0,1,0.0,1
4,35,0,0,7,3,79,146,0,1,10262,13,15,0,1,0.0,7
3,26,0,0,14,41,245,240,0,3,6442,9,7,0,2,0.0,7
4,26,0,0,0,79,85,56,1,3,16704,9,7,0,2,0.0,7
4,23,0,0,19,14,257,38,1,1,13029,12,11,0,8,0.0,1
1,35,0,0,15,77,197,93,1,3,8839,13,15,0,1,0.0,7
4,34,0,0,9,62,240,198,3,1,4256,12,11,0,3,0.0,9
6,6,0,0,7,56,35,62,0,1,8565,0,0,0,0,0.0,1
3,6,0,0,7,99,306,212,0,3,6232,0,0,0,0,0.0,1
1,9,0,0,9,11,160,173,3,3,4729,2,1,0,1,4.82,8
3,28,0,0,7,23,306,47,0,3,6093,10,11,0,7,0.0,5
4,8,0,0,7,99,84,26,0,3,12242,3,4,0,7,0.0,5
6,23,0,0,7,26,257,22,0,3,10197,12,11,0,8,0.0,1
1,18,0,0,24,137,179,30,0,3,7480,1,5,0,4,0.2,10
4,29,0,0,19,14,61,118,1,1,10368,11,12,0,5,0.0,4
8,6,0,0,24,21,206,213,0,3,6065,0,0,0,0,0.0,1
3,5,0,0,9,88,247,200,3,3,5406,3,2,0,1,7.78,8
4,29,0,0,4,122,61,0,1,1,12142,11,12,0,5,0.0,4
4,29,0,0,7,3,212,3,0,3,14714,11,12,0,5,0.0,4
4,32,0,0,7,3,71,146,0,1,10262,12,14,0,8,0.0,0
4,30,0,0,19,129,222,78,1,3,13014,13,15,0,13,0.11,6
6,22,0,0,7,46,257,0,0,3,10197,13,14,0,13,0.0,4
1,20,0,0,5,18,275,36,1,3,10861,10,9,0,7,0.0,4
1,24,0,0,24,110,196,73,0,3,7480,14,15,0,8,0.0,5
3,35,0,0,7,108,27,248,0,3,5684,13,15,0,1,0.0,7
4,29,0,0,7,99,262,156,0,3,14714,11,12,0,5,0.0,4
6,36,0,0,7,32,257,15,0,3,11789,11,11,0,3,4.83,3
4,8,0,0,7,3,84,146,0,1,6017,3,4,0,7,0.0,5
1,3,0,0,11,148,286,105,1,3,16373,3,4,0,1,0.0,1
0,22,0,0,6,103,129,48,0,3,6752,13,14,0,13,0.0,4
3,8,0,0,9,15,175,198,3,3,4729,3,4,0,7,0.0,5
6,23,0,0,7,43,306,24,0,3,7670,12,11,0,8,0.0,1
4,24,0,0,7,120,270,136,0,1,12898,14,15,0,8,0.0,5
6,23,0,0,7,59,257,249,0,3,9627,12,11,0,8,0.0,1
6,36,0,0,7,8,257,55,0,3,10678,11,11,0,3,4.83,3
1,35,0,0,11,61,275,248,1,3,11753,13,15,0,1,0.0,7
4,23,0,0,0,152,74,168,1,3,16704,12,11,0,8,0.0,1
4,24,0,0,7,99,270,156,0,3,16079,14,15,0,8,0.0,5
4,36,0,0,7,140,229,63,0,1,10262,11,11,0,3,4.83,3
6,23,0,0,7,118,24,239,0,3,9595,12,11,0,8,0.0,1
6,24,0,0,7,59,275,252,0,3,7575,14,15,0,8,0.0,5
4,35,0,0,7,92,79,37,0,1,10262,13,15,0,1,0.0,7
1,24,0,0,0,130,293,123,1,3,9443,14,15,0,8,0.0,5
1,3,0,0,7,42,275,6,0,3,18959,3,4,0,1,0.0,1
1,36,0,0,8,25,156,137,1,3,14431,11,11,0,3,4.83,3
6,3,0,0,7,19,306,56,0,3,13677,3,4,0,1,0.0,1
1,26,0,0,24,20,201,158,0,3,7480,9,7,0,2,0.0,7
1,35,0,0,7,126,154,29,0,3,8372,13,15,0,1,0.0,7
4,8,0,0,16,13,84,120,1,3,11664,3,4,0,7,0.0,5
6,30,0,0,7,126,19,229,0,3,7530,13,15,0,13,0.11,6
0,16,0,0,6,35,313,49,0,3,6152,7,7,0,3,0.0,1
4,20,0,0,19,52,223,154,1,3,15129,10,9,0,7,0.0,4
3,6,0,0,7,60,242,209,0,3,6218,0,0,0,0,0.0,1
4,28,0,0,7,3,212,3,0,3,14714,10,11,0,7,0.0,5
6,28,0,0,7,64,275,242,0,3,14848,10,11,0,7,0.0,5
6,2,0,0,7,64,275,242,0,1,15342,4,3,0,13,0.0,4
4,35,0,0,7,150,79,218,0,3,14714,13,15,0,1,0.0,7
3,36,0,0,7,99,29,262,0,3,6316,11,11,0,3,4.83,3
1,1,0,0,6,21,162,155,0,3,13348,5,4,0,12,0.0,1
4,26,0,0,7,27,212,217,0,1,12898,9,7,0,2,0.0,7
3,20,0,0,14,86,314,246,0,3,6704,10,9,0,7,0.0,4
4,32,0,0,7,92,225,108,0,1,10262,12,14,0,8,0.0,0
3,25,0,0,7,59,28,54,0,3,7081,11,7,0,10,1.5,3
1,24,0,0,7,75,275,226,0,3,8372,14,15,0,8,0.0,5
1,3,0,0,0,130,286,123,1,3,11701,3,4,0,1,0.0,1
6,31,0,0,16,93,21,4,1,3,15965,13,16,0,8,0.0,4
4,24,0,0,7,83,76,48,0,1,12898,14,15,0,8,0.0,5
1,7,0,0,7,6,155,160,0,3,8635,5,5,0,1,0.59,0
4,36,0,0,7,46,257,0,0,3,14714,11,11,0,3,4.83,3
6,27,0,0,7,8,275,47,0,3,8835,9,8,0,8,3.07,6
4,30,0,0,21,145,222,56,1,3,13882,13,15,0,13,0.11,6
1,9,0,0,24,110,177,73,0,3,5117,2,1,0,1,4.82,8
3,22,0,0,14,25,314,63,0,3,6442,13,14,0,13,0.0,4
1,20,0,0,11,148,287,105,1,3,10441,10,9,0,7,0.0,4
4,27,0,0,7,75,257,224,0,1,10262,9,8,0,8,3.07,6
8,24,0,0,6,117,315,211,0,3,5975,14,15,0,8,0.0,5
6,29,0,0,7,64,306,262,0,3,13587,11,12,0,5,0.0,4
1,20,0,0,13,27,147,134,1,3,13547,10,9,0,7,0.0,4
4,20,0,0,19,52,68,85,1,3,15129,10,9,0,7,0.0,4
4,36,0,0,0,152,229,38,1,1,11150,11,11,0,3,4.83,3
6,30,0,0,14,53,245,228,0,3,9646,13,15,0,13,0.11,6
2,31,0,0,7,26,232,222,0,3,5281,13,16,0,8,0.0,4
1,27,0,0,13,109,138,48,1,3,14667,9,8,0,8,3.07,6
4,31,0,0,7,36,257,12,0,1,10577,13,16,0,8,0.0,4
6,35,0,0,7,64,275,242,0,3,14848,13,15,0,1,0.0,7
3,26,0,0,14,100,314,227,0,3,6938,9,7,0,2,0.0,7
4,31,0,0,7,46,257,0,0,1,10262,13,16,0,8,0.0,4
6,24,0,0,7,64,275,242,0,3,14848,14,15,0,8,0.0,5
6,12,0,0,7,59,275,252,0,3,6106,8,7,0,7,0.0,4
4,32,0,0,20,66,257,238,1,1,15812,12,14,0,8,0.0,0
6,31,0,0,7,32,275,18,0,3,7354,13,16,0,8,0.0,4
3,30,0,0,7,40,306,27,0,3,6838,13,15,0,13,0.11,6
6,2,0,0,14,53,312,28,0,3,10276,4,3,0,13,0.0,4
1,26,0,0,7,46,275,2,0,3,9929,9,7,0,2,0.0,7
6,28,0,0,7,56,14,61,0,3,9508,10,11,0,7,0.0,5
1,6,0,0,9,119,307,200,3,3,5674,0,0,0,0,0.0,1
6,26,0,0,7,83,30,15,0,3,13377,9,7,0,2,0.0,7
4,26,0,0,7,92,85,37,0,1,12898,9,7,0,2,0.0,7
0,27,0,0,6,35,313,49,0,3,8759,9,8,0,8,3.07,6
0,32,0,0,6,35,237,217,0,3,6253,12,14,0,8,0.0,0
4,26,0,0,0,127,230,75,1,3,15129,9,7,0,2,0.0,7
3,8,0,0,7,23,306,47,0,3,8784,3,4,0,7,0.0,5
6,30,0,0,7,48,257,265,0,3,11622,13,15,0,13,0.11,6
0,24,0,0,6,103,132,48,0,3,8327,14,15,0,8,0.0,5
3,3,0,0,9,15,175,198,3,3,6885,3,4,0,1,0.0,1
3,27,0,0,26,153,89,223,0,3,10112,9,8,0,8,3.07,6
3,2,0,0,7,112,33,256,0,3,14871,4,3,0,13,0.0,4
4,30,0,0,7,46,257,0,0,1,10262,13,15,0,13,0.11,6
1,3,0,0,15,77,189,93,1,3,11622,3,4,0,1,0.0,1
1,35,0,0,13,109,294,145,1,3,11972,13,15,0,1,0.0,7
4,29,0,0,21,49,61,87,1,1,11992,11,12,0,5,0.0,4
4,23,0,0,7,56,73,82,0,1,12373,12,11,0,8,0.0,1
6,27,0,0,7,56,11,61,0,3,7198,9,8,0,8,3.07,6
4,32,0,0,7,27,212,217,0,3,14714,12,14,0,8,0.0,0
3,30,0,0,7,99,19,262,0,3,6316,13,15,0,13,0.11,6
1,8,0,0,6,114,173,50,0,3,5998,3,4,0,7,0.0,5
6,31,0,0,14,76,314,261,0,3,9646,13,16,0,8,0.0,4
0,36,0,0,6,103,134,48,0,3,6451,11,11,0,3,4.83,3
2,35,0,0,7,26,232,222,0,3,5281,13,15,0,1,0.0,7
1,32,0,0,11,61,149,99,1,3,11753,12,14,0,8,0.0,0
4,35,0,0,0,152,228,38,1,3,12819,13,15,0,1,0.0,7
4,6,0,0,23,82,256,166,1,1,8728,0,0,0,0,0.0,1
8,20,0,0,26,43,235,206,0,3,4812,10,9,0,7,0.0,4
4,24,0,0,7,83,227,115,0,1,12898,14,15,0,8,0.0,5
4,6,0,0,4,122,75,0,1,1,7791,0,0,0,0,0.0,1
1,6,0,0,6,21,316,71,0,3,5704,0,0,0,0,0.0,1
6,31,0,0,7,32,257,15,0,3,10877,13,16,0,8,0.0,4
6,12,0,0,7,43,275,5,0,3,8371,8,7,0,7,0.0,4
6,29,0,0,14,28,314,59,0,3,7038,11,12,0,5,0.0,4
4,23,0,0,0,79,226,121,1,3,15129,12,11,0,8,0.0,1
4,35,0,0,7,64,228,144,0,1,10262,13,15,0,1,0.0,7
3,35,0,0,14,33,245,251,0,3,6442,13,15,0,1,0.0,7
3,3,0,0,7,23,306,47,0,3,12351,3,4,0,1,0.0,1
6,24,0,0,7,112,25,245,0,3,14067,14,15,0,8,0.0,5
3,20,0,0,24,1,136,216,0,3,6582,10,9,0,7,0.0,4
6,23,0,0,7,57,275,255,0,3,8476,12,11,0,8,0.0,1
3,26,0,0,24,29,211,214,0,3,5636,9,7,0,2,0.0,7
1,2,0,0,9,11,160,173,3,3,6881,4,3,0,13,0.0,4
4,20,0,0,7,128,266,126,0,1,12373,10,9,0,7,0.0,4
1,35,0,0,0,102,294,151,1,3,9443,13,15,0,1,0.0,7
4,23,0,0,19,14,73,118,1,1,13029,12,11,0,8,0.0,1
4,6,0,0,4,122,77,183,1,3,12347,0,0,0,0,0.0,1
6,30,0,0,7,75,306,245,0,3,7408,13,15,0,13,0.11,6
4,2,0,0,7,75,62,60,0,1,13843,4,3,0,13,0.0,4
6,22,0,0,12,65,306,261,2,3,16294,13,14,0,13,0.0,4
1,31,0,0,9,11,160,173,3,3,5201,13,16,0,8,0.0,4
3,24,0,0,14,10,210,244,0,3,6818,14,15,0,8,0.0,5
4,31,0,0,2,121,224,80,1,3,14300,13,16,0,8,0.0,4
6,22,0,0,7,120,23,237,0,3,13727,13,14,0,13,0.0,4
6,3,0,0,7,6,232,255,0,3,16259,3,4,0,1,0.0,1
6,8,0,0,7,73,306,246,0,3,6637,3,4,0,7,0.0,5
6,6,0,0,7,56,275,259,0,1,8401,0,0,0,0,0.0,1
4,35,0,0,2,131,79,249,1,1,12410,13,15,0,1,0.0,7
4,23,0,0,0,152,226,38,1,3,15129,12,11,0,8,0.0,1
4,26,0,0,7,75,257,224,0,3,16079,9,7,0,2,0.0,7
6,22,0,0,7,8,257,55,0,3,9103,13,14,0,13,0.0,4
1,31,0,0,6,53,168,114,0,3,8991,13,16,0,8,0.0,4
6,22,0,0,7,19,257,34,0,3,9794,13,14,0,13,0.0,4
1,8,0,0,6,80,173,85,0,3,6681,3,4,0,7,0.0,5
3,27,0,0,7,48,306,18,0,3,7258,9,8,0,8,3.07,6
4,30,0,0,7,140,265,119,0,3,14924,13,15,0,13,0.11,6
4,28,0,0,7,140,217,63,0,1,10262,10,11,0,7,0.0,5
4,8,0,0,0,127,303,134,1,1,6643,3,4,0,7,0.0,5
3,30,0,0,6,107,311,213,0,3,6493,13,15,0,13,0.11,6
1,29,0,0,5,18,275,36,1,3,10861,11,12,0,5,0.0,4
3,2,0,0,14,33,245,251,0,3,7094,4,3,0,13,0.0,4
1,28,0,0,21,28,275,33,1,3,12698,10,11,0,7,0.0,5
3,30,0,0,9,15,175,198,3,3,5601,13,15,0,13,0.11,6
8,24,0,0,24,97,310,227,0,3,7317,14,15,0,8,0.0,5
3,8,0,0,7,60,36,53,0,3,6628,3,4,0,7,0.0,5
6,27,0,0,7,59,257,249,0,3,11200,9,8,0,8,3.07,6
4,31,0,0,19,52,70,85,1,3,13014,13,16,0,8,0.0,4
6,2,0,0,7,26,242,250,0,3,15603,4,3,0,13,0.0,4
4,26,0,0,7,120,274,136,0,1,12898,9,7,0,2,0.0,7
4,6,0,0,7,112,75,10,0,3,12557,0,0,0,0,0.0,1
6,2,0,0,7,7,252,55,0,3,13875,4,3,0,13,0.0,4
4,32,0,0,16,51,71,86,1,1,11507,12,14,0,8,0.0,0
3,26,0,0,7,59,306,4,0,3,6314,9,7,0,2,0.0,7
1,3,0,0,9,11,160,173,3,3,5831,3,4,0,1,0.0,1
4,35,0,0,7,128,79,258,0,1,10262,13,15,0,1,0.0,7
6,2,0,0,7,82,33,17,0,1,15136,4,3,0,13,0.0,4
3,3,0,0,7,7,306,66,0,3,10518,3,4,0,1,0.0,1
6,30,0,0,7,56,257,257,0,3,12192,13,15,0,13,0.11,6
0,27,0,0,6,103,119,48,0,3,11410,9,8,0,8,3.07,6
1,31,0,0,20,74,288,176,1,3,12436,13,16,0,8,0.0,4
4,27,0,0,7,140,214,63,0,1,10262,9,8,0,8,3.07,6
4,1,0,0,7,36,59,96,0,3,17024,5,4,0,12,0.0,1
4,8,0,0,17,22,84,119,1,1,9296,3,4,0,7,0.0,5
1,29,0,0,9,119,307,200,3,3,6094,11,12,0,5,0.0,4
4,32,0,0,25,24,71,109,1,1,10919,12,14,0,8,0.0,0
4,31,0,0,7,147,70,230,0,3,14714,13,16,0,8,0.0,4
1,35,0,0,9,85,246,196,3,3,5201,13,15,0,1,0.0,7
1,8,0,0,15,53,200,125,1,3,7090,3,4,0,7,0.0,5
6,22,0,0,14,27,245,268,0,3,9646,13,14,0,13,0.0,4
3,31,0,0,24,1,136,216,0,3,5636,13,16,0,8,0.0,4
6,32,0,0,14,27,245,268,0,3,9646,12,14,0,8,0.0,0
4,30,0,0,7,147,265,104,0,3,14714,13,15,0,13,0.11,6
4,30,0,0,7,120,265,136,0,1,10577,13,15,0,13,0.11,6
4,32,0,0,25,24,71,109,1,1,10919,12,14,0,8,0.0,0
3,6,0,0,14,8,209,244,0,3,6287,0,0,0,0,0.0,1
4,2,0,0,7,64,252,238,0,1,15400,4,3,0,13,0.0,4
1,12,0,0,5,18,144,143,1,3,10021,8,7,0,7,0.0,4
1,27,0,0,8,87,276,165,1,3,13591,9,8,0,8,3.07,6
1,30,0,0,25,18,145,143,1,3,10493,13,15,0,13,0.11,6
4,28,0,0,7,128,58,258,0,1,10262,10,11,0,7,0.0,5
4,6,0,0,7,3,252,68,0,3,12719,0,0,0,0,0.0,1
4,35,0,0,7,140,271,119,0,1,10262,13,15,0,1,0.0,7
6,3,0,0,7,111,34,246,0,1,12616,3,4,0,1,0.0,1
1,27,0,0,13,109,276,145,1,3,12970,9,8,0,8,3.07,6
4,20,0,0,7,112,68,10,0,1,12373,10,9,0,7,0.0,4
6,1,0,0,12,65,306,261,2,3,21829,5,4,0,12,0.0,1
6,27,0,0,7,36,306,34,0,3,13587,9,8,0,8,3.07,6
4,36,0,0,0,152,86,168,1,3,12819,11,11,0,3,4.83,3
0,8,0,0,6,133,135,12,0,3,6151,3,4,0,7,0.0,5
6,2,0,0,7,32,252,14,0,3,15135,4,3,0,13,0.0,4
3,24,0,0,7,108,25,248,0,3,6794,14,15,0,8,0.0,5
6,3,0,0,7,106,34,251,0,3,14343,3,4,0,1,0.0,1
6,27,0,0,7,57,11,57,0,3,6795,9,8,0,8,3.07,6
6,27,0,0,7,8,212,241,0,3,11098,9,8,0,8,3.07,6
1,26,0,0,7,26,275,24,0,3,9929,9,7,0,2,0.0,7
4,6,0,0,7,139,75,240,0,1,9212,0,0,0,0,0.0,1
6,22,0,0,7,92,23,5,0,3,13727,13,14,0,13,0.0,4
1,36,0,0,24,110,199,73,0,3,7480,11,11,0,3,4.83,3
4,23,0,0,7,150,226,40,0,1,12373,12,11,0,8,0.0,1
6,6,0,0,7,66,306,260,0,3,7215,0,0,0,0,0.0,1
1,20,0,0,24,20,190,158,0,3,7480,10,9,0,7,0.0,4
6,35,0,0,7,46,306,22,0,3,8143,13,15,0,1,0.0,7
4,25,0,0,20,66,257,238,1,3,21219,11,7,0,10,1.5,3
6,20,0,0,7,120,20,237,0,3,15078,10,9,0,7,0.0,4
3,30,0,0,14,33,210,207,0,3,5054,13,15,0,13,0.11,6
4,6,0,0,23,82,256,166,1,1,8728,0,0,0,0,0.0,1
4,6,0,0,7,75,75,60,0,1,7438,0,0,0,0,0.0,1
4,6,0,0,7,64,75,72,0,1,7438,0,0,0,0,0.0,1
6,27,0,0,14,27,314,60,0,3,9646,9,8,0,8,3.07,6
0,22,0,0,6,138,129,4,0,3,6853,13,14,0,13,0.0,4
3,32,0,0,7,112,22,245,0,3,5883,12,14,0,8,0.0,0
3,3,0,0,14,8,209,244,0,3,6171,3,4,0,1,0.0,1
3,8,0,0,1,34,239,222,0,3,4832,3,4,0,7,0.0,5
6,27,0,0,7,99,11,262,0,3,13377,9,8,0,8,3.07,6
4,35,0,0,7,130,79,252,0,1,10262,13,15,0,1,0.0,7
4,27,0,0,7,120,214,81,0,1,10262,9,8,0,8,3.07,6
1,23,0,0,19,69,151,89,1,3,8603,12,11,0,8,0.0,1
4,24,0,0,7,36,257,12,0,3,16289,14,15,0,8,0.0,5
6,30,0,0,14,27,314,60,0,3,9646,13,15,0,13,0.11,6
4,6,0,0,19,14,75,118,1,3,12647,0,0,0,0,0.0,1
3,8,0,0,7,64,36,55,0,3,6206,3,4,0,7,0.0,5
4,8,0,0,7,55,252,255,0,1,5963,3,4,0,7,0.0,5
6,31,0,0,14,53,245,228,0,3,9646,13,16,0,8,0.0,4
4,26,0,0,7,3,212,3,0,1,10152,9,7,0,2,0.0,7
3,28,0,0,14,25,314,63,0,3,7514,10,11,0,7,0.0,5
6,30,0,0,7,106,19,250,0,3,7408,13,15,0,13,0.11,6
8,1,0,0,6,101,315,226,0,3,11726,5,4,0,12,0.0,1
3,36,0,0,7,99,306,212,0,3,6069,11,11,0,3,4.83,3
4,32,0,0,19,14,71,118,1,3,13014,12,14,0,8,0.0,0
3,1,0,0,14,33,312,52,0,3,11600,5,4,0,12,0.0,1
1,35,0,0,13,77,154,82,1,3,12497,13,15,0,1,0.0,7
4,2,0,0,7,3,252,68,0,3,17024,4,3,0,13,0.0,4
6,2,0,0,7,115,33,243,0,3,15147,4,3,0,13,0.0,4
6,27,0,0,7,73,11,29,0,3,6795,9,8,0,8,3.07,6
4,29,0,0,7,64,61,72,0,3,14714,11,12,0,5,0.0,4
4,20,0,0,19,14,68,118,1,1,13029,10,9,0,7,0.0,4
4,6,0,0,17,22,75,119,1,3,11538,0,0,0,0,0.0,1
1,2,0,0,13,27,282,187,1,3,11552,4,3,0,13,0.0,4
6,27,0,0,7,26,306,44,0,3,7408,9,8,0,8,3.07,6
4,36,0,0,7,130,229,71,0,1,10262,11,11,0,3,4.83,3
6,30,0,0,7,120,19,237,0,3,13587,13,15,0,13,0.11,6
1,22,0,0,24,72,193,101,0,3,7480,13,14,0,13,0.0,4
6,26,0,0,7,83,306,235,0,1,7153,9,7,0,2,0.0,7
6,8,0,0,7,36,252,9,0,3,11667,3,4,0,7,0.0,5
6,31,0,0,7,57,257,252,0,3,11789,13,16,0,8,0.0,4
1,8,0,0,7,75,275,226,0,3,6902,3,4,0,7,0.0,5
6,26,0,0,7,57,306,7,0,3,7005,9,7,0,2,0.0,7
4,18,0,0,0,152,260,91,1,3,15129,1,5,0,4,0.2,10
6,23,0,0,7,36,257,12,0,3,10197,12,11,0,8,0.0,1
6,8,0,0,7,47,275,11,0,3,10667,3,4,0,7,0.0,5
1,26,0,0,21,71,298,178,1,3,12488,9,7,0,2,0.0,7
1,28,0,0,0,102,279,151,1,3,9968,10,11,0,7,0.0,5
6,1,0,0,7,6,242,15,0,3,14973,5,4,0,12,0.0,1
6,23,0,0,7,40,257,5,0,3,9205,12,11,0,8,0.0,1
4,20,0,0,7,150,68,218,0,3,15554,10,9,0,7,0.0,4
6,20,0,0,7,57,275,255,0,3,8266,10,9,0,7,0.0,4
8,20,0,0,26,43,235,206,0,2,4760,10,9,0,7,0.0,4
6,26,0,0,7,43,306,24,0,3,7740,9,7,0,2,0.0,7
0,29,0,0,6,103,121,48,0,3,11410,11,12,0,5,0.0,4
4,19,0,0,19,52,220,154,1,3,15129,9,10,0,7,0.0,1
4,31,0,0,19,14,257,38,1,1,10368,13,16,0,8,0.0,4
4,35,0,0,19,14,79,118,1,3,13014,13,15,0,1,0.0,7
3,36,0,0,14,25,314,63,0,3,6442,11,11,0,3,4.83,3
4,23,0,0,7,83,257,212,0,1,12373,12,11,0,8,0.0,1
4,8,0,0,23,11,84,122,1,1,9412,3,4,0,7,0.0,5
1,26,0,0,11,148,298,105,1,3,10231,9,7,0,2,0.0,7
3,26,0,0,24,1,136,216,0,3,7164,9,7,0,2,0.0,7
4,36,0,0,7,128,229,74,0,1,10262,11,11,0,3,4.83,3
9,23,0,0,9,90,249,197,3,3,6741,12,11,0,8,0.0,1
1,36,0,0,11,61,275,248,1,3,11753,11,11,0,3,4.83,3
4,30,0,0,19,52,222,154,1,1,10368,13,15,0,13,0.11,6
2,28,0,0,7,59,300,257,0,3,4959,10,11,0,7,0.0,5
6,22,0,0,7,32,306,38,0,3,8405,13,14,0,13,0.0,4
6,26,0,0,7,64,306,262,0,1,6943,9,7,0,2,0.0,7
4,6,0,0,23,128,256,124,1,1,8938,0,0,0,0,0.0,1
4,36,0,0,9,62,240,198,3,1,7202,11,11,0,3,4.83,3
2,28,0,0,1,31,238,225,0,3,6976,10,11,0,7,0.0,5
4,24,0,0,7,120,227,81,0,1,12898,14,15,0,8,0.0,5
4,26,0,0,7,3,85,146,0,1,12898,9,7,0,2,0.0,7
4,32,0,0,16,143,268,108,1,1,10588,12,14,0,8,0.0,0
1,35,0,0,11,148,294,105,1,3,9181,13,15,0,1,0.0,7
4,36,0,0,7,27,212,217,0,1,10262,11,11,0,3,4.83,3
4,11,0,0,9,62,240,198,3,1,4886,6,6,0,7,0.0,4
3,6,0,0,3,4,174,222,0,3,8470,0,0,0,0,0.0,1
1,3,0,0,0,102,286,151,1,3,11911,3,4,0,1,0.0,1
